name,price,info,link,is_available
Индуктивный щелевой датчик TURCK SI2-K08-Y1,9 400 руб.,"Тип выходного сигнала:; NAMUR; Ширина щели, мм:; 2",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_turck_si2_k08_y1/,под заказ
Индуктивный щелевой датчик IFM Electronic N7S20A,7 400 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NAMUR; Функция переключения:; NC; Ширина щели, мм:; 2",https://sensoren.ru/product/induktivnyy_datchik_ifm_electronic_n7s20a/,под заказ
Ультразвуковой щелевой датчик этикетки Leuze Electronic IGSU14E/LWT.3-M12,99 410 руб.,"Глубина щели, мм:; 80; Соединение:; Разъем; Тип выходного сигнала:; PUSH/PULL; Функция переключения:; NO/NC; Ширина щели, мм:; 4",https://sensoren.ru/product/ultrazvukovoy_shchelevoy_datchik_etiketki_leuze_electronic_igsu14e_lwt_3_m12/,под заказ
Оптический щелевой датчик этикеток Leuze Electronic GS 61/6,31 149 руб.,"Глубина щели, мм:; 41; Соединение:; Кабель; Тип выходного сигнала:; PUSH/PULL; Ширина щели, мм:; 3",https://sensoren.ru/product/opticheskiy_shchelevoy_datchik_etiketok_leuze_electronic_gs_61_6/,под заказ
Индуктивный щелевой датчик Pepperl Fuchs SJ15-E2,29 300 руб.,"Соединение:; Кабель; Тип выходного сигнала:; PNP; Функция переключения:; NO; Ширина щели, мм:; 15",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sj15_e2/,под заказ
Щелевой датчик SICK WF15-60B416,31 840 руб.,"Глубина щели, мм:; 59; Соединение:; Разъем M8; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 15",https://sensoren.ru/product/shchelevoy_datchik_sick_wf15_60b416/,под заказ
Щелевой датчик этикетки SICK WFS3-40P115,16 680 руб.,"Глубина щели, мм:; 42; Соединение:; Кабель; Тип выходного сигнала:; PNP; Функция переключения:; NO/NC; Ширина щели, мм:; 3",https://sensoren.ru/product/shchelevoy_datchik_etiketki_sick_wfs3_40p115/,под заказ
Щелевой датчик Pepperl Fuchs GL80-RT/32/40a/98a,55 600 руб.,"Глубина щели, мм:; 55; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 80",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl80_rt_32_40a_98a/,под заказ
Щелевой датчик IFM Electronic OPU700,68 800 руб.,"Глубина щели, мм:; 35; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 30",https://sensoren.ru/product/shchelevoy_datchik_ifm_electronic_opu700/,под заказ
Щелевой датчик IFM Electronic OPL204,52 200 руб.,"Соединение:; Разъем M12; Тип выходного сигнала:; PNP; Функция переключения:; на затемнение; Ширина щели, мм:; 60,46",https://sensoren.ru/product/shchelevoy_datchik_ifm_electronic_opl204/,под заказ
Щелевой датчик DATASENSING SRF-L-120-5-P,64 638 руб.,"Глубина щели, мм:; 54; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 120",https://sensoren.ru/product/shchelevoy_datchik_datalogic_srf_l_120_5_p/,под заказ
Щелевой датчик LANBAO PU05M-TGPR-L-F4,2 010 руб.,"Глубина щели, мм:; 8,4; Соединение:; Кабель с разъемом; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_lanbao_pu05m_tgpr_l_f4/,под заказ
Щелевой датчик IFM Electronic OPL203,50 800 руб.,"Соединение:; Разъем M8; Тип выходного сигнала:; NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 100",https://sensoren.ru/product/shchelevoy_datchik_ifm_electronic_opl203/,под заказ
Щелевой датчик DATASENSING SRF-L-30-5-P,58 905 руб.,"Глубина щели, мм:; 34; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 30",https://sensoren.ru/product/shchelevoy_datchik_datalogic_srf_l_30_5_p/,под заказ
Ультразвуковой щелевой датчик этикетки Leuze Electronic IGSU14E/1WT.3-M12,99 410 руб.,"Глубина щели, мм:; 80; Соединение:; Разъем; Тип выходного сигнала:; PUSH/PULL; Функция переключения:; NO/NC; Ширина щели, мм:; 4",https://sensoren.ru/product/ultrazvukovoy_shchelevoy_datchik_etiketki_leuze_electronic_igsu14e_1wt_3_m12/,под заказ
Щелевой датчик ТЕКО OUR NC3P5-43P-R20-LZS4,10 770 руб.,"Глубина щели, мм:; 24; Соединение:; Разъем; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 20",https://sensoren.ru/product/shchelevoy_datchik_teko_our_nc3p5_43p_r20_lzs4/,под заказ
Оптический вилочный датчик Autonics BS5-K2M-P,1 500 руб.,"Глубина щели, мм:; 9; Соединение:; Разъем; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/opticheskiy_vilochnyy_datchik_autonics_bs5_k2m_p/,под заказ
Индуктивный щелевой датчик TURCK SI5-K09-Y1,11 500 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NAMUR; Ширина щели, мм:; 5",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_turck_si5_k09_y1/,под заказ
Щелевой датчик для этикеток Banner SLC1BB6Q,231 000 руб.,"Глубина щели, мм:; 68,8; Соединение:; Разъем; Тип выходного сигнала:; PNP/NPN; Функция переключения:; NO/NC; Ширина щели, мм:; 1",https://sensoren.ru/product/shchelevoy_datchik_dlya_etiketok_banner_slc1bb6q/,под заказ
Оптический вилочный датчик Autonics BS5-K1M-P,1 660 руб.,"Глубина щели, мм:; 9; Соединение:; Кабель; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/opticheskiy_vilochnyy_datchik_autonics_bs5_k1m_p/,под заказ
Индуктивный щелевой датчик TURCK SI3.5-K10-AN7,14 900 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NPN; Функция переключения:; NO; Ширина щели, мм:; 3,5",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_turck_si3_5_k10_an7/,под заказ
Оптический вилочный датчик Autonics BS5-V2M,1 500 руб.,"Глубина щели, мм:; 9; Соединение:; Разъем; Тип выходного сигнала:; NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/opticheskiy_vilochnyy_datchik_autonics_bs5_v2m/,под заказ
Фотоэлектрический датчик уровня жидкости LANBAO PU13S-TDPB,5 190 руб.,"Глубина щели, мм:; 4,2; Соединение:; Кабель; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 13",https://sensoren.ru/product/fotoelektricheskiy_datchik_urovnya_zhidkosti_lanbao_pu13s_tdpb/,под заказ
Оптический вилочный датчик Autonics BS5-L2M-P,1 500 руб.,"Глубина щели, мм:; 9; Соединение:; Разъем; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/opticheskiy_vilochnyy_datchik_autonics_bs5_l2m_p/,под заказ
"Оптический щелевой датчик этикеток Leuze Electronic GS 61/6D.2,200-S12",37 260 руб.,"Глубина щели, мм:; 41; Соединение:; Кабель с разъемом; Тип выходного сигнала:; PUSH/PULL; Ширина щели, мм:; 3",https://sensoren.ru/product/opticheskiy_shchelevoy_datchik_etiketok_leuze_electronic_gs_61_6d_2_200_s12/,под заказ
Щелевой датчик LANBAO PU15-TDNO,3 920 руб.,"Глубина щели, мм:; 20; Соединение:; Кабель; Тип выходного сигнала:; NPN; Функция переключения:; на затемнение; Ширина щели, мм:; 15",https://sensoren.ru/product/shchelevoy_datchik_lanbao_pu15_tdno/,под заказ
Щелевой датчик LANBAO PU07-TDNC,3 920 руб.,"Глубина щели, мм:; 19,5; Соединение:; Кабель; Тип выходного сигнала:; NPN; Функция переключения:; на свет; Ширина щели, мм:; 7",https://sensoren.ru/product/shchelevoy_datchik_lanbao_pu07_tdnc/,под заказ
