Название,Цена,Артикул,Описание,Ссылка
PS2-30M68-10B21-Z,1 728 руб.,4673759512177,"Индуктивный датчик, М30, L-68 мм, Sn 10 мм, заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m68-10b21-z
PS2-30M68-10B31-Z,1 728 руб.,4673759513594,"Индуктивный датчик, М30, L-68 мм, Sn 10 мм, заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m68-10b31-z
PS2-30M68-10B41-Z,1 728 руб.,4673759513600,"Индуктивный датчик, М30, L-68 мм, Sn 10 мм, заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m68-10b41-z
PS2-30M68-10B51-Z,1 788 руб.,4673759510791,"Индуктивный датчик, М30, L-68 мм, Sn 10 мм, заподлицо, PNP, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/ps2-30m68-10b51-z
PS2-30M68-10B61-Z,1 788 руб.,4673759513617,"Индуктивный датчик, М30, L-68 мм, Sn 10 мм, заподлицо, NPN, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/ps2-30m68-10b61-z
PS2-30M68-15N11-Z,1 728 руб.,4673759505766,"Индуктивный датчик, М30, L-68 мм, Sn 15 мм, не заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m68-15n11-z
PS2-30M68-15N21-Z,1 728 руб.,4673759512160,"Индуктивный датчик, М30, L-68 мм, Sn 15 мм, не заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m68-15n21-z
PS2-30M68-15N31-Z,1 728 руб.,4673759513624,"Индуктивный датчик, М30, L-68 мм, Sn 15 мм, не заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m68-15n31-z
PS2-30M68-15N41-Z,1 728 руб.,4673759513631,"Индуктивный датчик, М30, L-68 мм, Sn 15 мм, не заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m68-15n41-z
PS2-30M68-15N51-Z,1 788 руб.,4673759505773,"Индуктивный датчик, М30, L-68 мм, Sn 15 мм, не заподлицо, PNP, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/ps2-30m68-15n51-z
PS2-30M68-15N61-Z,1 788 руб.,4673759512641,"Индуктивный датчик, М30, L-68 мм, Sn 15 мм, не заподлицо, NPN, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/ps2-30m68-15n61-z
PS2-30M70-10B74-K,2 016 руб.,4673759505803,"Индуктивный датчик, М30, L-70 мм, Sn 10 мм, заподлицо, замыкающий, NO, -25...+75 °C, ~24...250 V, 45...65 Гц АС / -30...250 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m70-10b74-k
PS2-30M70-10B84-K,2 052 руб.,4673759505810,"Индуктивный датчик, М30, L-70 мм, Sn 10 мм, заподлицо, размыкающий, NC, -25...+75 °C, ~24...250 V, 45...65 Гц АС / -30...250 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m70-10b84-k
PS2-30M70-15N74-K,2 016 руб.,4673759505827,"Индуктивный датчик, М30, L-70 мм, Sn 15 мм, не заподлицо, замыкающий, NO, -25...+75 °C, ~24...250 V, 45...65 Гц АС / -30...250 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m70-15n74-k
PS2-30M70-15N84-K,2 052 руб.,4673759505834,"Индуктивный датчик, М30, L-70 мм, Sn 15 мм, не заподлицо, размыкающий, NC, -25...+75 °C, ~24...250 V, 45...65 Гц АС / -30...250 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m70-15n84-k
PS2-30M75-10B11-C4,1 920 руб.,4673759505841,"Индуктивный датчик, М30, L-75 мм, Sn 10 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-10b11-c4
PS2-30M75-10B21-C4,1 920 руб.,4673759513648,"Индуктивный датчик, М30, L-75 мм, Sn 10 мм, заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-10b21-c4
PS2-30M75-10B31-C4,1 920 руб.,4673759513655,"Индуктивный датчик, М30, L-75 мм, Sn 10 мм, заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-10b31-c4
PS2-30M75-10B41-C4,1 920 руб.,4673759513662,"Индуктивный датчик, М30, L-75 мм, Sn 10 мм, заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-10b41-c4
PS2-30M75-10B51-C4,1 944 руб.,4673759505858,"Индуктивный датчик, М30, L-75 мм, Sn 10 мм, заподлицо, PNP, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-10b51-c4
PS2-30M75-10B61-C4,1 944 руб.,4673759513679,"Индуктивный датчик, М30, L-75 мм, Sn 10 мм, заподлицо, NPN, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-10b61-c4
PS2-30M75-15N11-C4,1 920 руб.,4673759505889,"Индуктивный датчик, М30, L-75 мм, Sn 15 мм, не заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-15n11-c4
PS2-30M75-15N21-C4,1 920 руб.,4673759505896,"Индуктивный датчик, М30, L-75 мм, Sn 15 мм, не заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-15n21-c4
PS2-30M75-15N31-C4,1 920 руб.,4673759505902,"Индуктивный датчик, М30, L-75 мм, Sn 15 мм, не заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-15n31-c4
PS2-30M75-15N35-C4-Y,2 652 руб.,4673759513686,"Индуктивный датчик, М30, L-75 мм, Sn 15 мм, не заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-15n35-c4-y
PS2-30M75-15N41-C4,1 920 руб.,4673759505919,"Индуктивный датчик, М30, L-75 мм, Sn 15 мм, не заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-15n41-c4
PS2-30M75-15N51-C4,1 944 руб.,4673759505926,"Индуктивный датчик, М30, L-75 мм, Sn 15 мм, не заподлицо, PNP, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-15n51-c4
PS2-30M75-15N61-C4,1 944 руб.,4673759513693,"Индуктивный датчик, М30, L-75 мм, Sn 15 мм, не заподлицо, NPN, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m75-15n61-c4
PS2-30M80-10B11-B,2 064 руб.,4673759505933,"Индуктивный датчик, М30, L-80 мм, Sn 10 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, клеммная коробка/вывод вбок.",https://mega-k.com/products/ps2-30m80-10b11-b
